Nº,Formation,Min,Sh,G,ShA,GA,xG,xGA,xGD,xG90,xGA90,Año,Club
3,5-4-1,48,2,1,6,5,0.13-0.87,2.76-2.24,-2.63,0.24,5.17,2022,Ajaccio
4,4-5-1,11,0,0,3,0,0.00,0.11+0.11,-0.11,0.00,0.89,2022,Ajaccio
5,4-4-1-1,7,0,0,2,0,0.00,0.10+0.10,-0.10,0.00,1.24,2022,Ajaccio
1,4-1-4-1,887,91,8,124,22,9.42+1.42,18.96-3.04,-9.54,0.96,1.92,2022,Auxerre
2,4-4-1-1,251,37,4,24,6,4.93+0.93,3.39-2.61,1.54,1.77,1.21,2022,Auxerre
3,4-4-2,247,43,2,33,4,2.99+0.99,4.00,-1.02,1.09,1.46,2022,Auxerre
4,4-2-3-1,187,21,2,28,3,1.00-1.00,4.18+1.18,-3.18,0.48,2.01,2022,Auxerre
5,4-5-1,96,6,0,10,1,0.17+0.17,1.70+0.70,-1.53,0.16,1.59,2022,Auxerre
6,5-4-1,91,9,0,9,5,0.60+0.60,2.22-2.78,-1.62,0.60,2.20,2022,Auxerre
7,4-3-3,21,4,0,2,0,0.33+0.33,0.15+0.15,0.18,1.42,0.65,2022,Auxerre
1,4-2-3-1,770,93,6,93,11,14.09+8.09,12.60+1.60,1.49,1.65,1.47,2022,Angers
2,5-3-2,473,41,4,57,10,4.16+0.16,10.13+0.13,-5.97,0.79,1.93,2022,Angers
3,3-1-4-2,234,21,2,36,10,2.68+0.68,4.40-5.60,-1.72,1.03,1.69,2022,Angers
4,4-4-2,186,30,2,31,6,3.74+1.74,6.26+0.26,-2.52,1.81,3.03,2022,Angers
5,4-4-1-1,99,9,2,24,4,1.01-0.99,3.62-0.38,-2.61,0.92,3.29,2022,Angers
6,3-4-3,21,2,1,2,0,0.28-0.72,0.33+0.33,-0.05,1.19,1.39,2022,Angers
1,4-3-3,1924,294,51,222,15,47.07-3.93,19.42+4.42,27.65,2.20,0.91,2021,Paris_Saint_Germain
2,4-2-3-1,637,108,13,64,6,17.97+4.97,6.75+0.75,11.22,2.54,0.95,2021,Paris_Saint_Germain
3,4-4-2,219,28,6,38,4,3.20-2.80,2.93-1.07,0.27,1.31,1.20,2021,Paris_Saint_Germain
4,3-4-3,179,28,5,26,4,4.34-0.66,3.26-0.74,1.08,2.18,1.64,2021,Paris_Saint_Germain
5,4-1-2-1-2,159,27,5,17,3,2.49-2.51,2.01-0.99,0.48,1.41,1.14,2021,Paris_Saint_Germain
6,3-5-2,140,23,3,10,1,2.88-0.12,1.00,1.89,1.85,0.64,2021,Paris_Saint_Germain
7,4-2-2-2,93,17,1,17,1,2.20+1.20,1.48+0.48,0.72,2.13,1.43,2021,Paris_Saint_Germain
8,3-4-2-1,92,18,1,8,1,2.23+1.23,0.67-0.33,1.56,2.18,0.65,2021,Paris_Saint_Germain
9,4-3-1-2,46,8,1,6,0,0.81-0.19,0.70+0.70,0.12,1.59,1.36,2021,Paris_Saint_Germain
10,5-4-1,29,7,3,2,0,1.37-1.63,0.05+0.05,1.32,4.25,0.15,2021,Paris_Saint_Germain
11,3-4-1-2,16,2,0,1,1,0.45+0.45,0.76-0.24,-0.31,2.51,4.28,2021,Paris_Saint_Germain
12,4-4-1-1,16,5,1,1,0,0.79-0.21,0.07+0.07,0.72,4.42,0.40,2021,Paris_Saint_Germain
1,4-3-3,1070,131,15,100,15,18.51+3.51,13.93-1.07,4.58,1.56,1.17,2021,Marseille
2,3-2-4-1,814,131,18,76,10,14.50-3.50,11.11+1.11,3.39,1.60,1.23,2021,Marseille
3,3-3-3-1,372,64,7,39,2,6.22-0.78,5.74+3.74,0.48,1.50,1.39,2021,Marseille
4,4-1-4-1,372,41,6,37,0,4.46-1.54,3.32+3.32,1.14,1.08,0.80,2021,Marseille
5,4-2-3-1,281,44,4,20,3,6.90+2.90,3.17+0.17,3.73,2.21,1.01,2021,Marseille
6,3-4-3,273,31,3,23,4,3.90+0.90,3.71-0.29,0.19,1.29,1.22,2021,Marseille
7,4-3-2-1,94,13,4,8,1,1.96-2.04,0.42-0.58,1.53,1.87,0.41,2021,Marseille
8,3-5-1-1,94,7,1,11,1,0.34-0.66,1.51+0.51,-1.16,0.33,1.44,2021,Marseille
9,4-1-2-1-2,93,18,5,4,2,2.36-2.64,0.69-1.31,1.67,2.28,0.66,2021,Marseille
10,4-4-1-1,90,13,0,11,0,1.54+1.54,1.30+1.30,0.24,1.54,1.30,2021,Marseille
11,4-4-2,17,4,0,1,0,0.21+0.21,0.06+0.06,0.15,1.12,0.32,2021,Marseille
12,5-4-1,14,2,0,1,0,0.16+0.16,0.04+0.04,0.12,1.01,0.26,2021,Marseille
1,4-2-3-1,1524,210,35,189,16,35.18+0.18,20.65+4.65,14.53,2.08,1.22,2021,Monaco
2,4-4-2,980,115,15,116,11,13.07-1.93,11.92+0.92,1.14,1.20,1.10,2021,Monaco
3,4-1-4-1,526,81,8,69,5,10.51+2.51,7.76+2.76,2.75,1.80,1.33,2021,Monaco
4,3-4-3,192,20,2,14,3,3.50+1.50,2.72-0.28,0.77,1.64,1.28,2021,Monaco
5,3-4-2-1,162,11,3,23,3,1.63-1.37,2.06-0.94,-0.43,0.90,1.15,2021,Monaco
6,4-4-1-1,96,9,0,4,2,0.24+0.24,0.60-1.40,-0.36,0.23,0.56,2021,Monaco
7,3-2-4-1,50,9,1,2,0,2.19+1.19,0.06+0.06,2.13,3.94,0.10,2021,Monaco
8,5-4-1,13,1,1,1,0,0.54-0.46,0.03+0.03,0.51,3.77,0.21,2021,Monaco
1,4-4-2,3453,446,52,413,36,60.46+8.46,44.13+8.13,16.33,1.58,1.15,2021,Nice
2,5-4-1,67,2,0,13,0,0.12+0.12,0.55+0.55,-0.43,0.16,0.74,2021,Nice
3,4-1-4-1,43,1,0,8,0,0.03+0.03,0.73+0.73,-0.70,0.06,1.52,2021,Nice
4,3-4-3,4,1,0,0,0,0.01+0.01,0.00,0.01,0.20,0.00,2021,Nice
1,4-3-3,1639,255,39,152,17,31.05-7.95,18.15+1.15,12.90,1.71,1.00,2021,Rennes
2,4-4-2,1246,202,30,122,11,26.95-3.05,13.23+2.23,13.72,1.95,0.96,2021,Rennes
3,4-2-3-1,469,57,7,54,8,6.19-0.81,9.23+1.23,-3.03,1.19,1.77,2021,Rennes
4,4-4-1-1,163,34,6,22,3,5.79-0.21,3.38+0.38,2.42,3.20,1.87,2021,Rennes
5,4-2-2-2,25,2,0,4,0,0.17+0.17,1.10+1.10,-0.93,0.61,3.95,2021,Rennes
6,4-1-4-1,17,2,0,3,1,0.19+0.19,0.19-0.81,0.00,1.00,0.99,2021,Rennes
1,5-3-2,2188,284,40,270,30,44.13+4.13,31.25+1.25,12.88,1.82,1.29,2021,Strasbourg
2,3-5-2,1201,176,18,125,11,20.01+2.01,11.82+0.82,8.20,1.50,0.89,2021,Strasbourg
3,4-4-2,125,13,1,11,2,0.97-0.03,1.57-0.43,-0.59,0.70,1.13,2021,Strasbourg
4,3-4-1-2,33,4,1,3,0,1.08+0.08,0.12+0.12,0.96,2.95,0.32,2021,Strasbourg
5,3-4-3,25,6,0,0,0,0.67+0.67,0.00,0.67,2.41,0.00,2021,Strasbourg
1,4-2-3-1,2100,315,38,267,29,46.11+8.11,30.81+1.81,15.30,1.98,1.32,2021,Lyon
2,4-3-3,647,105,17,98,12,14.89-2.11,12.89+0.89,2.01,2.07,1.79,2021,Lyon
3,3-4-2-1,527,84,5,58,6,9.09+4.09,9.27+3.27,-0.18,1.55,1.58,2021,Lyon
4,3-4-1-2,121,16,1,15,1,1.46+0.46,1.93+0.93,-0.47,1.09,1.44,2021,Lyon
5,4-1-4-1,96,21,2,18,1,2.56+0.56,2.75+1.75,-0.19,2.40,2.58,2021,Lyon
6,4-4-2,45,9,2,4,0,1.61-0.39,0.32+0.32,1.29,3.22,0.65,2021,Lyon
7,3-5-1-1,23,3,1,6,1,0.56-0.44,0.79-0.21,-0.22,2.20,3.08,2021,Lyon
8,4-4-1-1,2,0,0,1,1,0.00,0.45-0.55,-0.45,0.00,20.46,2021,Lyon
1,3-4-1-2,1703,256,24,179,22,28.38+4.38,20.83-1.17,7.55,1.50,1.10,2021,Lens
2,3-4-2-1,988,165,20,112,13,13.73-6.27,12.04-0.96,1.69,1.25,1.10,2021,Lens
3,3-4-3,257,30,5,30,4,3.34-1.66,3.76-0.24,-0.42,1.17,1.32,2021,Lens
4,3-1-4-2,172,17,5,32,1,1.94-3.06,2.05+1.05,-0.11,1.02,1.07,2021,Lens
5,3-5-2,119,12,3,22,2,2.20-0.80,2.17+0.17,0.03,1.66,1.64,2021,Lens
6,3-5-1-1,94,9,2,13,1,1.69-0.31,0.60-0.40,1.09,1.62,0.58,2021,Lens
7,5-3-2,92,8,1,9,2,1.98+0.98,0.87-1.13,1.11,1.93,0.85,2021,Lens
8,4-4-2,75,10,1,9,2,0.89-0.11,1.34-0.66,-0.46,1.06,1.61,2021,Lens
9,4-1-4-1,16,1,0,4,0,0.05+0.05,0.23+0.23,-0.19,0.26,1.31,2021,Lens
10,5-4-1,16,1,1,1,0,0.46-0.54,0.01+0.01,0.45,2.59,0.08,2021,Lens
11,4-2-3-1,13,3,0,3,1,0.05+0.05,0.56-0.44,-0.51,0.37,3.91,2021,Lens
12,4-3-2-1,8,1,0,0,0,0.08+0.08,0.00,0.08,0.86,0.00,2021,Lens
13,4-3-3,5,1,0,0,0,0.03+0.03,0.00,0.03,0.56,0.00,2021,Lens
1,4-2-3-1,994,153,16,140,17,20.35+4.35,15.84-1.16,4.51,1.84,1.43,2021,Nantes
2,5-3-2,468,52,7,67,4,5.06-1.94,8.93+4.93,-3.87,0.97,1.72,2021,Nantes
3,4-4-2,311,27,0,38,3,1.37+1.37,3.20+0.20,-1.82,0.40,0.93,2021,Nantes
4,4-4-1-1,256,31,6,28,2,5.42-0.58,2.90+0.90,2.53,1.91,1.02,2021,Nantes
5,4-1-4-1,238,16,2,32,2,1.29-0.71,2.80+0.80,-1.51,0.49,1.06,2021,Nantes
6,4-3-3,233,20,4,23,2,1.40-2.60,2.38+0.38,-0.98,0.54,0.92,2021,Nantes
7,5-4-1,232,29,5,22,4,2.12-2.88,3.83-0.17,-1.71,0.82,1.49,2021,Nantes
8,3-5-2,231,30,2,42,4,2.36+0.36,4.72+0.72,-2.36,0.92,1.84,2021,Nantes
9,3-4-3,220,21,6,41,6,2.62-3.38,6.92+0.92,-4.30,1.07,2.83,2021,Nantes
10,3-5-1-1,95,12,1,11,1,0.78-0.22,1.36+0.36,-0.58,0.74,1.28,2021,Nantes
11,3-4-1-2,94,9,3,12,2,1.96-1.04,0.92-1.08,1.04,1.87,0.88,2021,Nantes
12,3-4-2-1,94,12,1,13,1,1.85+0.85,1.79+0.79,0.06,1.77,1.71,2021,Nantes
13,4-1-2-1-2,92,16,2,6,0,1.56-0.44,0.20+0.20,1.36,1.53,0.20,2021,Nantes
1,4-4-2,2471,301,36,317,39,42.98+6.98,28.68-10.32,14.29,1.57,1.04,2021,Lille
2,4-2-3-1,492,67,2,55,1,8.22+6.22,3.30+2.30,4.92,1.50,0.60,2021,Lille
3,4-2-2-2,278,45,6,36,2,4.62-1.38,3.30+1.30,1.32,1.50,1.07,2021,Lille
4,4-4-1-1,219,42,2,23,4,2.32+0.32,2.37-1.63,-0.05,0.95,0.98,2021,Lille
5,4-1-4-1,87,2,0,11,1,0.46+0.46,0.76-0.24,-0.31,0.47,0.79,2021,Lille
6,3-4-1-2,17,8,2,3,0,0.29-1.71,0.17+0.17,0.12,1.52,0.91,2021,Lille
7,4-3-1-2,16,1,0,2,1,0.04+0.04,0.79-0.21,-0.75,0.24,4.43,2021,Lille
8,5-4-1,2,0,0,1,0,0.00,0.01+0.01,-0.01,0.00,0.62,2021,Lille
1,4-4-2,1741,199,23,253,28,21.24-1.76,32.19+4.19,-10.94,1.10,1.66,2021,Brest
2,4-2-3-1,1195,126,17,139,17,16.28-0.72,17.80+0.80,-1.52,1.23,1.34,2021,Brest
3,4-3-3,282,37,4,47,7,4.53+0.53,6.96-0.04,-2.43,1.45,2.22,2021,Brest
4,3-4-1-2,94,5,1,20,0,0.37-0.63,1.83+1.83,-1.46,0.36,1.75,2021,Brest
5,4-1-4-1,94,10,1,15,3,0.56-0.44,2.81-0.19,-2.24,0.54,2.69,2021,Brest
6,4-2-2-2,93,14,2,16,1,2.27+0.27,1.46+0.46,0.81,2.20,1.41,2021,Brest
7,5-3-2,62,9,0,6,1,0.31+0.31,1.00,-0.69,0.45,1.46,2021,Brest
8,4-5-1,4,1,1,0,0,0.76-0.24,0.00,0.76,17.10,0.00,2021,Brest
1,5-3-2,670,66,7,104,10,6.48-0.52,12.30+2.30,-5.83,0.87,1.65,2021,Reims
2,3-4-2-1,505,57,3,85,3,5.33+2.33,5.29+2.29,0.04,0.95,0.94,2021,Reims
3,3-5-2,435,48,7,74,7,6.17-0.83,7.43+0.43,-1.25,1.28,1.54,2021,Reims
4,4-2-3-1,324,38,4,54,6,3.96-0.04,5.91-0.09,-1.95,1.10,1.64,2021,Reims
5,3-1-4-2,315,33,2,31,3,3.26+1.26,3.02+0.02,0.25,0.93,0.86,2021,Reims
6,4-3-3,282,33,2,21,1,2.20+0.20,2.42+1.42,-0.22,0.70,0.77,2021,Reims
7,4-4-2,259,35,8,31,2,5.70-2.30,3.06+1.06,2.64,1.98,1.06,2021,Reims
8,3-4-1-2,236,20,5,28,3,2.94-2.06,2.74-0.26,0.20,1.12,1.05,2021,Reims
9,3-4-3,141,23,3,27,3,1.95-1.05,3.10+0.10,-1.15,1.24,1.98,2021,Reims
10,5-4-1,128,20,1,16,2,1.74+0.74,1.65-0.35,0.09,1.22,1.16,2021,Reims
11,4-4-1-1,118,10,0,13,1,0.75+0.75,0.84-0.16,-0.09,0.57,0.64,2021,Reims
12,3-5-1-1,66,7,0,14,1,0.68+0.68,0.99-0.01,-0.31,0.92,1.35,2021,Reims
13,4-5-1,47,3,1,12,1,0.81-0.19,0.86-0.14,-0.05,1.54,1.64,2021,Reims
14,4-1-4-1,33,3,0,4,1,0.11+0.11,0.52-0.48,-0.41,0.30,1.42,2021,Reims
1,4-2-3-1,2503,324,41,396,40,33.93-7.07,37.14-2.86,-3.21,1.22,1.34,2021,Montpellier
2,4-4-2,482,46,5,102,10,5.98+0.98,11.67+1.67,-5.70,1.12,2.18,2021,Montpellier
3,4-4-1-1,112,10,1,23,0,0.67-0.33,1.97+1.97,-1.30,0.54,1.59,2021,Montpellier
4,3-4-1-2,95,10,1,12,2,1.55+0.55,1.81-0.19,-0.26,1.47,1.72,2021,Montpellier
5,3-4-2-1,93,6,0,16,2,0.20+0.20,1.56-0.44,-1.36,0.19,1.51,2021,Montpellier
6,4-1-4-1,92,15,0,11,1,1.02+1.02,1.40+0.40,-0.37,1.00,1.37,2021,Montpellier
7,3-1-4-2,89,17,1,17,2,1.08+0.08,1.33-0.67,-0.25,1.09,1.35,2021,Montpellier
8,5-4-1,54,4,0,11,3,0.09+0.09,1.60-1.40,-1.51,0.15,2.66,2021,Montpellier
9,5-3-2,47,3,0,13,1,0.17+0.17,0.62-0.38,-0.44,0.33,1.19,2021,Montpellier
1,3-4-1-2,1125,120,18,117,12,17.64-0.36,13.91+1.91,3.73,1.41,1.11,2021,Angers
2,3-5-2,1104,110,14,142,23,13.29-0.71,20.31-2.69,-7.03,1.08,1.66,2021,Angers
3,5-3-2,466,64,6,59,6,7.20+1.20,5.88-0.12,1.32,1.39,1.14,2021,Angers
4,3-1-4-2,372,35,3,53,6,3.84+0.84,7.77+1.77,-3.93,0.93,1.88,2021,Angers
5,3-5-1-1,173,20,2,27,1,2.68+0.68,1.25+0.25,1.43,1.40,0.65,2021,Angers
6,3-4-3,110,13,1,11,5,0.73-0.27,2.96-2.04,-2.23,0.60,2.42,2021,Angers
7,5-4-1,109,14,0,15,1,1.18+1.18,1.51+0.51,-0.33,0.97,1.25,2021,Angers
8,4-2-3-1,94,20,0,10,1,2.01+2.01,1.52+0.52,0.48,1.92,1.46,2021,Angers
1,5-4-1,1428,159,17,186,17,16.30-0.70,17.29+0.29,-0.99,1.03,1.09,2021,Troyes
2,3-4-2-1,538,60,5,71,9,7.47+2.47,10.63+1.63,-3.16,1.25,1.78,2021,Troyes
3,3-5-1-1,375,31,4,48,4,2.40-1.60,6.78+2.78,-4.38,0.58,1.63,2021,Troyes
4,3-4-3,306,39,4,51,5,5.51+1.51,5.51+0.51,-0.00,1.62,1.62,2021,Troyes
5,4-4-2,204,22,2,22,5,1.96-0.04,3.28-1.72,-1.32,0.87,1.45,2021,Troyes
6,3-5-2,203,30,2,17,3,3.30+1.30,3.22+0.22,0.08,1.46,1.43,2021,Troyes
7,5-3-2,185,7,1,32,7,1.57+0.57,4.58-2.42,-3.02,0.76,2.23,2021,Troyes
8,4-4-1-1,114,11,0,11,0,0.66+0.66,0.75+0.75,-0.08,0.52,0.59,2021,Troyes
9,4-5-1,95,11,1,10,2,1.90+0.90,2.30+0.30,-0.40,1.80,2.18,2021,Troyes
10,3-4-1-2,71,5,0,13,1,0.26+0.26,0.87-0.13,-0.61,0.33,1.11,2021,Troyes
11,4-2-3-1,40,10,1,4,0,0.85-0.15,0.24+0.24,0.60,1.91,0.55,2021,Troyes
12,4-3-3,18,4,0,0,0,0.15+0.15,0.00,0.15,0.73,0.00,2021,Troyes
1,5-3-2,1057,115,12,161,13,11.19-0.81,16.35+3.35,-5.15,0.95,1.39,2021,Lorient
2,4-3-3,745,116,10,102,13,11.02+1.02,10.79-2.21,0.23,1.33,1.30,2021,Lorient
3,4-1-4-1,527,61,6,58,6,6.99+0.99,5.33-0.67,1.66,1.19,0.91,2021,Lorient
4,3-5-2,412,43,1,37,8,2.91+1.91,5.93-2.07,-3.02,0.64,1.30,2021,Lorient
5,4-4-2,395,76,5,47,11,6.14+1.14,7.97-3.03,-1.82,1.40,1.81,2021,Lorient
6,5-4-1,142,9,1,21,5,0.82-0.18,4.06-0.94,-3.23,0.52,2.57,2021,Lorient
7,3-4-1-2,94,7,0,16,4,0.80+0.80,3.41-0.59,-2.62,0.76,3.27,2021,Lorient
8,4-4-1-1,66,6,0,15,2,0.24+0.24,2.33+0.33,-2.09,0.33,3.17,2021,Lorient
9,4-2-3-1,45,5,0,3,0,0.27+0.27,0.42+0.42,-0.15,0.53,0.84,2021,Lorient
10,4-1-3-2,34,4,0,5,0,0.19+0.19,0.32+0.32,-0.13,0.51,0.86,2021,Lorient
11,3-4-2-1,23,4,0,2,1,0.14+0.14,0.11-0.89,0.03,0.54,0.41,2021,Lorient
1,4-2-3-1,2148,284,22,267,43,28.16+6.16,36.48-6.52,-8.33,1.18,1.53,2021,Clermont_Foot
2,4-3-3,1032,117,14,129,14,12.88-1.12,15.08+1.08,-2.20,1.12,1.31,2021,Clermont_Foot
3,4-1-4-1,252,24,0,30,6,2.06+2.06,4.20-1.80,-2.14,0.74,1.50,2021,Clermont_Foot
4,4-3-2-1,94,12,2,9,2,1.74-0.26,1.45-0.55,0.30,1.67,1.38,2021,Clermont_Foot
5,4-4-2,23,2,0,6,4,0.04+0.04,2.38-1.62,-2.33,0.17,9.30,2021,Clermont_Foot
6,4-4-1-1,9,1,0,0,0,0.03+0.03,0.00,0.03,0.30,0.00,2021,Clermont_Foot
7,4-5-1,7,0,0,2,0,0.00,0.13+0.13,-0.13,0.00,1.69,2021,Clermont_Foot
1,3-4-1-2,783,91,11,89,13,10.82-0.18,14.06+1.06,-3.23,1.24,1.62,2021,Saint-Etienne
2,4-2-3-1,594,77,5,80,15,7.56+2.56,13.37-1.63,-5.82,1.14,2.03,2021,Saint-Etienne
3,4-3-3,454,52,7,71,10,4.30-2.70,9.86-0.14,-5.57,0.85,1.96,2021,Saint-Etienne
4,5-4-1,428,42,4,61,12,3.65-0.35,6.48-5.52,-2.83,0.77,1.36,2021,Saint-Etienne
5,4-4-2,346,46,2,54,7,3.33+1.33,8.15+1.15,-4.82,0.87,2.12,2021,Saint-Etienne
6,3-4-3,339,30,5,44,10,3.27-1.73,9.15-0.85,-5.88,0.87,2.43,2021,Saint-Etienne
7,3-4-2-1,266,42,2,23,3,4.33+2.33,3.42+0.42,0.91,1.46,1.16,2021,Saint-Etienne
8,4-1-2-1-2,96,17,2,4,2,1.50-0.50,0.68-1.32,0.83,1.41,0.63,2021,Saint-Etienne
9,4-3-1-2,95,12,1,9,1,0.32-0.68,0.38-0.62,-0.06,0.30,0.36,2021,Saint-Etienne
10,4-4-1-1,83,12,0,12,3,0.43+0.43,2.13-0.87,-1.70,0.47,2.31,2021,Saint-Etienne
11,3-5-2,54,11,3,7,0,1.19-1.81,0.38+0.38,0.81,1.98,0.64,2021,Saint-Etienne
12,4-2-2-2,35,7,0,8,1,0.64+0.64,1.16+0.16,-0.52,1.64,2.98,2021,Saint-Etienne
1,3-4-1-2,595,69,7,74,11,4.51-2.49,9.49-1.51,-4.97,0.68,1.43,2021,Metz
2,3-5-2,568,91,6,88,9,7.26+1.26,9.62+0.62,-2.36,1.15,1.52,2021,Metz
3,3-4-2-1,469,53,5,79,11,3.49-1.51,10.88-0.12,-7.39,0.67,2.09,2021,Metz
4,5-4-1,435,34,1,64,6,3.03+2.03,8.60+2.60,-5.58,0.63,1.78,2021,Metz
5,5-3-2,321,34,2,56,6,1.84-0.16,7.90+1.90,-6.06,0.52,2.22,2021,Metz
6,4-5-1,284,14,5,44,6,2.33-2.67,5.63-0.37,-3.30,0.74,1.78,2021,Metz
7,3-4-3,252,30,2,47,10,3.70+1.70,7.12-2.88,-3.42,1.32,2.54,2021,Metz
8,4-1-4-1,180,11,1,34,5,1.15+0.15,4.13-0.87,-2.98,0.57,2.07,2021,Metz
9,3-5-1-1,161,14,0,22,2,1.61+1.61,3.34+1.34,-1.73,0.90,1.87,2021,Metz
10,4-3-3,127,12,4,15,1,2.13-1.87,1.65+0.65,0.49,1.51,1.17,2021,Metz
11,4-4-2,76,2,1,13,1,0.72-0.28,2.14+1.14,-1.42,0.85,2.53,2021,Metz
12,4-4-1-1,53,4,0,18,0,0.16+0.16,2.44+2.44,-2.28,0.27,4.14,2021,Metz
13,4-3-1-2,47,2,1,8,1,0.38-0.62,0.30-0.70,0.07,0.72,0.58,2021,Metz
1,3-4-1-2,784,104,13,103,21,12.85-0.15,14.69-6.31,-1.84,1.48,1.69,2021,Bordeaux
2,4-2-3-1,601,65,11,101,15,7.38-3.62,10.97-4.03,-3.59,1.11,1.64,2021,Bordeaux
3,3-4-2-1,597,64,5,82,13,4.98-0.02,12.51-0.49,-7.52,0.75,1.89,2021,Bordeaux
4,5-3-2,386,51,6,44,10,4.89-1.11,8.85-1.15,-3.97,1.14,2.06,2021,Bordeaux
5,4-4-2,361,33,4,71,12,5.18+1.18,11.13-0.87,-5.95,1.29,2.78,2021,Bordeaux
6,4-4-1-1,280,53,6,43,8,5.72-0.28,4.88-3.12,0.84,1.84,1.57,2021,Bordeaux
7,4-3-3,216,34,2,35,9,3.24+1.24,5.92-3.08,-2.69,1.35,2.47,2021,Bordeaux
8,4-1-3-2,181,19,2,26,2,1.77-0.23,2.97+0.97,-1.20,0.88,1.48,2021,Bordeaux
9,5-4-1,79,6,1,13,1,0.52-0.48,1.88+0.88,-1.36,0.59,2.14,2021,Bordeaux
10,3-5-2,43,4,2,3,0,0.63-1.37,0.25+0.25,0.37,1.31,0.53,2021,Bordeaux
11,3-4-3,42,21,0,1,0,1.29+1.29,0.04+0.04,1.25,2.76,0.08,2021,Bordeaux
1,4-4-2,2962,435,56,273,21,44.78-11.22,24.00+3.00,20.78,1.36,0.73,2020,Lille
2,4-4-1-1,317,32,6,33,0,3.54-2.46,1.78+1.78,1.76,1.00,0.50,2020,Lille
3,4-2-3-1,118,7,0,13,1,0.60+0.60,0.56-0.44,0.03,0.45,0.43,2020,Lille
4,3-4-2-1,94,10,1,7,0,1.01+0.01,0.35+0.35,0.67,0.97,0.33,2020,Lille
5,4-2-2-2,67,4,1,11,1,0.38-0.62,1.10+0.10,-0.72,0.51,1.48,2020,Lille
1,4-3-3,1374,211,28,150,8,32.69+4.69,14.31+6.31,18.39,2.14,0.94,2020,Paris_Saint_Germain
2,4-2-3-1,1085,191,31,93,8,27.52-3.48,8.35+0.35,19.17,2.28,0.69,2020,Paris_Saint_Germain
3,4-4-2,372,55,12,60,7,9.57-2.43,7.64+0.64,1.93,2.32,1.85,2020,Paris_Saint_Germain
4,3-5-2,298,48,8,27,1,7.12-0.88,2.25+1.25,4.87,2.15,0.68,2020,Paris_Saint_Germain
5,4-2-2-2,120,22,2,20,3,2.79+0.79,2.43-0.57,0.37,2.10,1.82,2020,Paris_Saint_Germain
6,3-4-3,105,9,1,10,0,1.00,0.45+0.45,0.55,0.85,0.38,2020,Paris_Saint_Germain
7,4-1-4-1,78,16,2,6,0,2.93+0.93,0.14+0.14,2.78,3.38,0.16,2020,Paris_Saint_Germain
8,5-3-2,65,9,1,12,1,1.00,1.96+0.96,-0.96,1.39,2.72,2020,Paris_Saint_Germain
9,4-1-2-1-2,49,8,1,2,0,1.40+0.40,0.84+0.84,0.56,2.57,1.55,2020,Paris_Saint_Germain
1,4-4-2,1323,160,32,118,21,25.29-6.71,14.87-6.13,10.42,1.72,1.01,2020,Monaco
2,4-3-3,768,145,15,66,12,16.69+1.69,8.76-3.24,7.93,1.96,1.03,2020,Monaco
3,4-2-3-1,489,74,15,45,4,13.45-1.55,3.28-0.72,10.17,2.48,0.60,2020,Monaco
4,3-4-2-1,453,38,5,49,2,4.70-0.30,3.57+1.57,1.13,0.93,0.71,2020,Monaco
5,4-4-1-1,243,33,6,28,3,6.84+0.84,3.58+0.58,3.26,2.53,1.33,2020,Monaco
6,3-4-3,205,37,3,12,0,4.00+1.00,0.68+0.68,3.32,1.75,0.30,2020,Monaco
7,5-3-2,43,2,0,3,0,0.12+0.12,0.06+0.06,0.06,0.24,0.12,2020,Monaco
8,4-3-2-1,21,0,0,6,0,0.00,0.22+0.22,-0.22,0.00,0.94,2020,Monaco
9,4-5-1,8,0,0,2,0,0.00,0.09+0.09,-0.09,0.00,0.99,2020,Monaco
1,4-3-3,2106,354,49,274,24,51.68+2.68,24.10+0.10,27.58,2.21,1.03,2020,Lyon
2,4-2-3-1,750,131,20,92,13,18.99-1.01,9.04-3.96,9.95,2.28,1.09,2020,Lyon
3,3-4-1-2,299,72,7,26,4,8.67+1.67,3.06-0.94,5.62,2.61,0.92,2020,Lyon
4,4-4-2,155,25,1,19,1,3.67+2.67,2.12+1.12,1.56,2.13,1.23,2020,Lyon
5,4-4-1-1,132,12,4,25,1,2.61-1.39,2.04+1.04,0.56,1.78,1.39,2020,Lyon
6,3-4-3,60,11,0,3,0,1.04+1.04,0.19+0.19,0.84,1.55,0.29,2020,Lyon
7,4-3-2-1,49,9,0,1,0,0.36+0.36,0.03+0.03,0.32,0.65,0.06,2020,Lyon
8,5-3-2,20,2,0,3,0,0.29+0.29,0.14+0.14,0.15,1.32,0.64,2020,Lyon
1,4-2-3-1,1167,135,19,118,18,16.91-2.09,14.33-3.67,2.58,1.30,1.11,2020,Marseille
2,4-3-3,639,56,4,97,7,7.21+3.21,10.99+3.99,-3.79,1.02,1.55,2020,Marseille
3,3-5-2,281,26,4,35,5,3.81-0.19,4.01-0.99,-0.20,1.22,1.29,2020,Marseille
4,3-1-4-2,267,34,2,33,2,3.74+1.74,2.31+0.31,1.43,1.26,0.78,2020,Marseille
5,4-1-2-1-2,263,25,6,24,2,4.41-1.59,2.61+0.61,1.81,1.51,0.89,2020,Marseille
6,4-3-1-2,250,23,3,31,1,2.12-0.88,1.63+0.63,0.48,0.76,0.59,2020,Marseille
7,4-4-2,219,30,6,35,4,4.77-1.23,3.61-0.39,1.17,1.96,1.48,2020,Marseille
